#{"t_start": 1776408462.23993, "env_id": "None"}
r,l,t
478.67117,63,390.906903
1595.8042,164,391.245086
1057.4933,129,391.331171
1264.3202,131,391.609173
1428.4844,147,392.026215
1150.2323,114,392.495193
512.5512,67,392.573959
1375.7736,141,393.190498
1049.2424,105,393.288123
1370.0247,164,393.511445
2667.855,500,393.918326
508.33237,70,394.190814
1028.1647,125,394.284138
1267.6744,132,394.667399
1567.1461,160,394.941417
1129.7985,112,395.003119
1436.3069,148,395.327247
471.38675,63,395.487317
1079.086,108,395.567859
1369.1207,139,396.143184
1353.3073,160,396.872074
1042.2737,127,396.931993
497.47693,70,396.969845
1258.898,129,397.329354
1153.1091,115,397.384476
1080.8115,109,397.832182
2647.7197,500,398.026027
2241.0583,500,398.229226
1548.1982,159,398.229226
1417.6068,146,398.348687
522.68097,68,398.348687
1346.3794,137,398.993801
1006.1495,121,399.497044
1100.1871,109,399.750885
496.07507,65,399.821142
1237.1136,127,400.09459
1041.8451,105,400.158285
1344.9077,161,400.344301
506.12387,66,401.327882
1420.9816,145,401.653618
1572.4154,161,401.882537
1378.0774,140,402.234081
1119.4097,111,402.295444
1033.7056,126,402.383096
1786.5856,185,402.420245
1076.0638,107,402.610223
1258.0918,131,403.063433
483.20947,77,403.063433
509.45123,67,404.542737
1101.7717,109,404.694288
2668.073,500,404.784817
1412.3118,144,404.849202
1062.8615,106,404.937025
1025.4622,124,405.111596
1388.6371,143,405.378306
1583.6375,163,405.487332
1245.3304,129,405.908581
506.44235,66,405.998585
1090.9518,108,407.071723
1032.2898,103,407.207326
496.39975,65,407.432852
1007.62256,122,407.801416
1397.6787,144,408.017282
1365.8668,140,408.433499
1250.8003,129,408.714902
513.8363,68,408.895847
1604.6321,165,409.091488
2587.7585,500,409.114542
1101.3318,109,409.422279
1058.7894,105,409.465416
535.83685,70,410.373917
999.7766,122,410.396267
1372.1882,141,411.036051
2366.074,500,411.354439
1362.6165,139,411.435694
1266.3641,131,411.550068
1051.7543,105,411.752446
519.84314,72,411.978906
1184.658,118,412.00496
1576.2123,161,412.702467
1030.6443,132,413.56782
2192.6418,500,413.622486
1030.4779,103,414.385041
1996.8943,229,414.493883
1399.646,143,414.594162
1262.5931,131,414.882845
1350.3184,138,414.937706
1176.0919,117,415.034649
1385.1016,171,415.69984
2733.5872,500,416.404796
1603.847,164,416.965938
1028.7454,101,417.018637
1117.9165,111,417.875404
1395.4661,142,418.244146
1278.2631,133,418.303653
1336.8105,136,418.437811
1447.5615,233,419.590145
1035.2074,103,419.672061
2039.1924,306,419.896108
1394.9441,171,420.097116
1165.8544,116,420.910674
1608.0051,165,421.211334
512.0742,67,421.618062
1294.6534,138,421.879245
1385.4587,141,421.900552
1373.8384,140,422.035737
1054.1124,105,422.298703
514.08734,67,423.14432
1129.2854,112,423.508078
1394.5154,178,424.277945
454.96756,63,424.523854
1053.1749,105,424.614127
1243.3677,128,424.693505
1597.7264,164,424.89582
1398.6382,143,425.024618
1418.4805,233,425.024618
1359.1041,138,425.04822
2215.8647,500,425.804637
1111.606,110,425.892078
529.84174,69,426.001675
2210.3345,500,426.547018
1058.9435,106,426.895315
1246.673,127,427.454037
501.9326,69,427.522576
1003.0243,120,427.652417
1335.933,136,428.005694
1377.2839,140,428.075172
1383.6024,175,428.075172
2677.414,500,428.1399
1118.5432,111,428.316099
1585.9725,163,428.435089
500.53256,71,429.045718
1032.4283,102,429.115973
1284.4948,133,430.333153
1031.623,125,430.357219
501.4659,66,430.487168
1108.6444,110,430.693113
1341.248,136,430.945771
1380.5422,140,431.105863
1018.29504,101,431.297815
1330.6802,163,431.640872
522.79175,68,432.003875
1584.2869,163,432.026363
1004.63367,124,433.146882
1252.953,128,433.217807
1117.7573,111,433.217807
498.50296,66,433.514684
1011.83044,99,433.578383
1327.02,134,434.025782
1367.2783,140,434.319244
534.2006,73,435.257007
1352.1449,165,435.478284
1072.419,106,435.70818
1580.784,163,435.822974
977.7861,120,435.953949
1022.9947,101,435.953949
1197.8192,121,436.042003
497.47025,72,436.788379
2028.8127,500,436.905273
1319.3615,133,436.975599
2364.5474,475,437.070405
1388.952,141,437.382776
1081.2217,107,437.887716
1006.73334,99,437.943948
527.18365,69,438.167622
976.3758,117,438.299897
1194.3356,120,438.437828
1288.8073,158,438.710891
2681.6328,500,439.075383
1630.9674,169,439.274601
520.5952,71,439.673609
1300.1039,131,439.691188
997.7194,98,439.991102
1327.14,134,440.172903
1146.5345,114,440.254637
992.70856,119,440.891779
1201.0507,121,441.119704
518.51086,69,441.261822
1299.5876,158,442.38792
1000.234,98,442.38792
1300.4176,131,442.837836
516.2915,69,442.980384
1144.0337,114,443.082183
1575.3588,162,443.100704
1356.1471,137,443.518694
1028.4641,126,444.011775
1246.0746,130,444.347165
522.1186,68,444.651425
984.499,96,444.747317
1137.5986,113,445.888977
1292.7805,130,446.032012
1269.997,156,446.242139
541.1981,76,446.51737
1327.7957,134,446.866016
1005.72363,122,447.034364
1593.233,164,447.151751
1001.66644,98,447.151751
1228.8617,126,447.441074
529.6673,69,448.172811
2082.3708,500,448.543891
1134.7423,113,448.618085
2717.0361,500,448.769606
1326.1482,134,449.291579
1046.3104,104,449.677177
536.8624,71,449.934545
1016.44293,122,449.997025
1325.067,134,450.105969
1321.6647,166,450.227331
1185.0396,119,450.292089
2653.6472,500,450.96595
1623.8118,168,451.026308
1137.5507,113,451.149857
527.911,71,451.370368
982.7664,96,451.680984
1315.5647,133,452.155531
1025.18,122,452.520454
532.3103,69,452.834926
1234.1393,125,452.872778
1353.6296,137,452.93495
1107.9761,110,453.433312
988.98987,97,453.702053
1367.2007,175,453.818899
546.64355,71,454.283827
1589.2235,163,454.403996
1310.1653,132,454.850396
1019.1048,121,454.991342
1237.7175,125,455.402948
519.8955,71,455.709618
1132.0289,113,455.727652
1014.87775,100,455.727652
1372.7035,139,455.746194
1292.7574,162,457.123895
545.7372,72,457.182098
1311.1194,132,457.514193
1050.6877,126,457.535252
1009.57495,100,457.750529
1618.5813,167,457.769576
1264.4711,127,457.956169
1155.0209,115,458.033374
1345.3578,136,458.484776
533.7527,74,458.66328
2083.2336,500,458.982674
2713.6853,499,459.143756
1018.2741,100,459.762361
1037.0063,124,460.010273
547.4845,71,460.068437
1304.423,131,460.120834
1155.13,115,460.327809
1335.2386,171,460.524423
1298.0616,135,460.671906
2332.3489,500,461.103294
1625.9558,169,461.142039
1333.99,135,461.178296
540.37604,70,461.451565
1005.2747,99,461.716035
1044.105,127,462.537657
1152.8578,115,462.656922
1309.0106,132,462.785639
551.5178,72,462.931888
1269.5659,129,463.320826
985.61084,97,463.74598
1335.079,135,463.95988
1340.7383,168,463.95988
556.9214,74,464.449331
1618.169,167,464.542493
1142.4172,114,464.985305
1302.7712,131,465.460285
982.2617,96,465.663471
1258.7341,127,465.86344
588.3739,76,465.982348
1355.4678,137,466.674592
1292.5225,157,467.058271
1399.3441,226,467.101521
1161.7596,116,467.348134
553.36053,72,467.489978
997.4404,98,467.754543
2224.4773,334,468.077289
1630.4998,168,468.161415
1291.8428,130,468.350983
1256.8157,127,468.812375
535.0677,77,469.563909
2085.7898,500,469.669984
2668.5793,500,469.874298
1345.2344,136,470.176239
995.0537,98,470.387617
1152.2709,115,470.441905
1051.0433,127,470.521693
548.4751,71,471.465991
1350.9836,172,471.670177
1297.7737,131,471.86134
1264.8898,129,472.268855
1627.219,168,472.661999
991.3068,97,472.980828
534.14355,73,473.402831
1145.355,114,473.477091
1319.3141,134,473.725088
1043.7156,124,473.79934
542.707,71,475.320555
1288.3304,130,475.349139
1236.5204,124,475.594747
987.883,97,475.594747
1974.4908,228,475.992964
1376.0526,177,476.393616
1179.7606,118,476.635132
1049.1715,124,477.155132
1639.6593,169,477.183267
565.4059,73,477.259027
2298.6775,347,477.360197
1343.0546,136,477.387303
1021.5089,100,478.022798
1288.6321,130,478.431433
1241.5334,125,478.505843
1171.9625,117,479.115702
540.21326,96,479.152831
1071.2738,128,479.684319
973.2832,95,479.838853
1293.9464,130,479.89451
1316.7343,169,479.933169
1594.756,164,480.385103
1264.1246,127,480.83432
2031.662,236,480.891106
1252.689,128,480.928461
1163.6893,116,481.302329
2209.3113,500,481.415591
984.6472,97,481.653108
1051.7,127,482.067266
1317.7422,133,482.392699
1325.994,177,483.287364
1248.9304,126,483.326024
1303.1885,131,483.326024
1725.6868,220,483.326024
993.40186,97,483.514318
1190.9985,119,483.576137
1623.3765,169,483.594052
2318.606,349,484.02001
1069.2892,132,484.573296
533.14923,71,484.649263
1321.4778,133,484.910116
1996.5038,235,485.322484
991.1096,97,485.323485
1233.2041,125,485.674436
1180.985,118,485.794337
1334.1138,135,485.878912
545.5048,73,486.074326
1296.3351,170,486.549326
1611.9387,166,486.781933
990.6817,97,487.264258
1324.8656,134,487.597214
543.41876,88,487.864776
1173.7432,117,488.17496
1295.6102,134,488.407483
1292.4086,130,488.52581
997.32446,98,489.267487
549.1737,71,489.291567
1305.0511,173,490.073194
1587.9894,163,490.113868
1327.678,134,490.313325
1194.6897,119,490.612987
540.68774,70,490.727207
1240.8954,125,490.957863
2295.2285,349,491.0027
1282.8353,129,491.157871
973.955,95,491.221613
2079.208,500,491.281795
574.0906,74,492.251883
1171.2189,117,492.986164
1356.9462,138,493.119356
998.2051,98,493.205291
1237.2913,162,493.380743
1227.6265,124,493.473496
1631.5662,168,493.534242
550.11163,76,493.75996
1295.8568,131,493.801088
2448.3079,500,494.775322
989.5195,97,495.345512
549.83746,76,495.518227
1166.2391,116,495.545272
2556.8684,500,495.709721
1325.0411,134,496.149902
1305.3876,134,496.564882
1294.5625,131,496.891857
541.9728,76,497.361893
1313.662,176,497.469785
1637.3696,169,497.48984
992.16034,97,497.703149
1083.7329,134,497.989612
1191.4532,119,498.455274
2303.4724,356,498.991804
554.00946,72,499.124658
1363.9521,138,499.511549
1270.9655,130,499.754886
991.7686,97,500.114927
1293.2319,131,500.142043
550.64636,71,500.883758
1030.5117,122,501.007318
1178.105,118,501.368861
1272.6361,166,501.568255
1613.3308,166,501.591181
975.72363,95,502.5215
547.4732,71,502.7175
1333.557,135,502.926924
2152.1418,500,502.969901
1260.1873,128,502.969901
1274.1224,128,503.317051
1162.9445,116,504.189101
1078.7747,130,504.189101
531.4389,69,504.282423
976.3342,95,504.651486
1620.8354,167,505.390389
1217.6566,122,505.620732
1348.6975,180,505.701139
519.0347,69,505.755057
1312.5317,132,505.811208
1296.0278,131,506.128871
1170.9496,117,506.59459
995.2505,97,506.653721
1071.0599,130,506.86373
536.9504,71,507.139773
2574.532,500,507.31037
2365.764,368,507.375796
1256.8529,128,508.2184
1329.0067,134,508.510389
539.00476,72,508.626149
989.75024,97,508.626149
1289.0009,130,508.73802
1624.5082,168,508.833034
1171.6824,117,508.948518
1328.1985,187,509.430905
540.98987,70,510.051776
984.09796,96,510.58546
1270.5415,130,510.859741
1364.6276,139,511.327965
1162.1898,116,511.327965
526.8336,70,511.470468
1328.4932,135,511.489399
1583.4127,215,511.781526
1659.8713,171,512.375812
993.2666,98,512.64619
536.22296,70,512.964733
2123.3613,500,513.356818
1205.3661,121,513.379415
1368.547,203,513.677392
1145.7242,114,513.721531
1349.6978,137,514.243881
1312.3905,133,514.331659
548.0517,71,514.479326
1001.4059,98,514.723907
1598.6544,165,515.946286
533.06335,72,516.084319
1235.3102,125,516.155025
1172.2825,117,516.329521
1006.9599,99,516.923751
1307.9153,132,517.260798
1351.7742,138,517.311216
2629.3218,500,517.423371
538.3735,70,517.650013
1330.2673,184,517.787929
2499.0608,500,517.971442
1216.0552,122,518.881262
1170.6814,117,518.950953
1002.5365,98,519.130597
534.41296,72,519.269909
1611.7866,166,519.676386
2393.1587,373,520.003962
991.3558,118,520.076255
1277.0878,129,520.17445
1333.321,135,520.358672
530.95685,70,520.855595
993.3548,97,521.316339
1152.7373,115,521.539525
1199.367,120,521.581169
1357.6003,200,522.309305
570.7988,74,522.557795
1342.6692,136,523.404324
1362.03,138,523.662969
1627.0104,168,523.662969
1002.56366,99,523.764058
1152.3699,115,524.425231
548.33246,72,524.425231
1252.0934,127,524.808023
2113.6633,500,524.937397
557.2654,72,526.264835
996.1901,98,526.264835
1315.0015,133,526.83331
1334.1274,190,527.201141
1367.4302,140,527.25367
1162.8547,116,527.414569
1228.4083,124,527.987676
1642.3402,169,528.017269
560.2845,73,528.182977
1001.02673,98,528.847512
539.5936,70,530.028838
1310.5974,132,530.295184
2584.8682,500,530.322243
1154.2432,115,530.451302
1365.9705,139,530.925377
1219.6825,123,531.227509
989.4231,97,531.396649
543.07,71,531.881384
1356.993,189,532.141575
1586.584,163,532.255883
2536.1875,500,532.602154
2725.4783,500,532.668853
1161.6857,116,533.278771
557.0509,72,533.527439
1318.5516,134,533.551902
1035.2205,102,533.766255
1180.0206,118,533.979393
1371.9425,140,534.199787
551.0673,72,535.117502
1058.0844,126,535.47433
1143.2086,114,535.796458
1615.5088,166,535.952935
1019.76764,100,535.971116
2105.7131,252,536.177095
1380.6984,190,536.386296
1335.962,135,536.538117
1218.6683,123,536.719276
544.1182,83,536.971648
2136.003,500,537.106588
1387.7595,141,537.358154
1032.3986,124,538.265637
1023.5439,101,538.265637
1163.9078,116,538.417298
541.17786,75,538.661988
1222.7054,124,539.509106
1371.4075,139,539.668611
1637.9104,169,539.760394
529.79626,70,540.2233
1381.8036,140,540.47522
1031.1125,102,540.516493
1397.999,189,540.599464
992.27655,118,540.866343
1162.4307,116,540.974151
524.1731,75,541.874321
1236.0927,124,542.276682
1365.8815,139,542.808464
1032.9408,102,542.854454
539.4129,70,543.510595
1623.1581,167,543.531284
1162.5271,116,543.642357
1396.2815,143,543.734381
2567.5928,500,543.821301
539.3538,70,545.107927
1032.8936,102,545.183162
1262.2593,128,545.223292
1470.4777,210,545.411784
1344.2201,136,545.931181
1163.779,116,546.333631
2656.882,467,546.805498
557.0869,72,546.805498
1400.1604,142,547.032981
1021.5545,101,547.530141
1261.3362,130,548.278511
551.16473,72,548.501188
2183.853,500,548.550673
1163.2468,116,549.055335
1329.7305,135,549.103016
1352.5862,184,549.733808
1968.6445,268,549.780486
1019.6111,100,549.900541
527.14496,71,550.166041
1376.7587,140,550.316636
1250.6509,127,551.252124
1172.1093,117,551.813252
537.8079,70,551.813252
1009.7514,99,552.268017
1350.7169,136,552.343424
2513.8696,500,552.579065
505.774,75,553.679368
1384.1287,140,553.719187
1621.9384,167,553.81297
1332.7576,183,554.159362
1252.2977,126,554.363315
1145.1836,114,554.653136
1011.6316,99,554.72944
522.6875,68,555.396273
1331.4591,135,555.706446
1065.5858,128,555.754095
2591.4043,500,555.782212
2669.7542,408,556.658861
527.886,71,557.126445
