#{"t_start": 1775223357.6713285, "env_id": "None"}
r,l,t
1925.6588,206,425.340265
1869.9338,202,425.562937
2111.4526,233,425.921125
1957.053,211,427.321424
1620.7788,178,427.630049
1990.4739,217,428.388983
2078.6807,220,428.6455
2053.2454,224,428.945201
1672.9244,180,429.284376
2134.2437,230,429.312901
1904.5206,205,429.577997
1942.6631,208,429.897155
1961.9276,207,430.040703
1871.2675,201,430.125936
2111.749,230,430.978161
1619.8989,178,431.462045
1949.0117,208,431.790185
1896.9589,203,432.573784
1666.4789,177,432.794086
1995.2958,210,432.924001
2000.6451,214,433.248824
1866.2426,197,433.475185
2118.811,225,433.791878
1865.1766,197,433.813159
1912.7057,201,434.058494
1863.4468,199,434.102135
1611.3159,175,435.022868
2078.3228,224,435.551288
1908.6808,203,435.978894
1652.9594,175,436.496365
1961.9731,209,437.005117
2011.0657,211,437.448811
1838.2893,194,437.667399
1973.988,210,437.778976
1854.2435,194,438.017126
1862.9806,195,438.293378
1831.9592,196,438.353938
2107.0322,223,438.604542
1584.0082,172,438.753098
2005.7546,215,440.128641
1647.1976,174,440.169837
1903.073,201,440.256382
1924.0062,205,441.268223
1973.2708,206,441.692688
1892.2175,201,441.789009
1850.9899,195,441.988101
2023.7513,216,442.191095
1855.0881,194,442.23064
1816.3944,192,442.251631
1595.8438,176,442.312183
2061.6704,218,443.012012
1620.2928,170,443.612432
1882.4447,199,444.295349
1962.3433,211,444.422123
1908.8942,204,445.448553
1892.3926,202,445.94424
1979.6434,208,445.962238
1859.9618,197,446.055597
1832.5,194,446.262354
1884.3842,197,446.304667
2024.0474,217,446.673444
1646.4796,173,447.191295
2136.5615,228,447.717552
1860.4386,197,448.396541
2048.8687,221,449.091205
1959.9569,209,449.965984
1894.2747,203,450.406887
1887.5903,199,450.430891
1986.0281,208,450.539222
1864.36,194,450.583225
1863.9111,197,450.606768
1661.8287,175,451.15411
2068.7937,222,451.662794
2501.114,492,452.989383
2140.7444,229,452.989383
1919.1985,202,453.08218
2081.9673,228,454.427272
1987.9441,212,454.941889
1853.7167,196,455.01255
1936.1511,209,455.299567
1671.3118,177,455.322087
1936.4205,203,455.346093
1884.2883,202,455.346093
1968.7153,208,455.409621
2089.26,226,456.938336
1623.1609,175,457.11355
1895.1823,200,457.810393
2165.4238,231,458.371759
1660.3666,175,459.222663
1884.0392,200,459.460752
2050.816,225,459.481752
1967.2891,213,459.679554
1890.1848,199,459.736082
1877.4523,201,459.737094
1871.2184,200,459.757087
2019.1854,215,460.113504
1607.1583,173,460.766421
2031.3063,219,461.523988
1914.6838,203,461.940884
1657.3142,175,462.75177
2109.5774,225,462.941866
1863.7069,196,463.423454
1892.1088,198,463.712208
1902.101,204,463.831171
1893.1234,204,463.850181
1980.8817,214,463.969696
2075.7217,226,464.026225
1605.9031,173,464.22048
1976.3916,208,464.281098
2036.5588,221,465.953173
1888.9114,201,465.976712
1625.8394,171,466.178417
1826.0532,193,467.314836
2146.9817,228,467.549467
1566.0328,169,467.677004
1880.9415,198,467.743547
1842.0604,195,467.830083
1872.5668,202,467.954632
1860.6842,201,468.083345
1997.9592,218,468.506602
1976.0238,208,468.563131
1641.7216,173,469.677203
1885.2297,202,470.039584
2027.0103,222,470.431702
1620.2921,179,471.197947
1865.8314,199,471.251487
1897.3829,201,471.666656
1887.541,204,471.799198
1887.2878,204,471.923261
2118.2896,229,472.068052
1956.917,213,472.247591
1998.5505,212,472.681643
2075.7795,229,472.957245
1673.6329,178,473.192923
1944.6547,208,474.183007
1605.9064,176,474.737383
2033.3785,221,474.855431
1875.3486,201,475.30199
1907.0071,203,475.780639
1895.0892,203,475.912208
1915.4857,207,476.139272
1968.3119,213,476.640881
2141.425,231,476.840252
1677.84,179,476.923054
1984.52,210,477.057039
2088.473,231,477.892097
1629.28,176,478.652998
1966.2748,213,478.903646
1854.4209,198,479.745304
2030.9036,221,479.745304
1893.968,202,480.405968
1891.9933,203,480.613048
1903.8138,206,480.932151
1662.8167,177,481.057688
1957.1101,210,481.521237
1943.6477,205,481.855574
2118.9102,228,482.163564
1570.8993,169,482.595685
2091.2625,227,483.207114
1936.2795,207,483.703605
1827.1921,192,484.268771
1970.7367,212,484.756475
1862.3744,197,485.061499
1632.2457,173,485.115035
1904.3888,204,485.437456
1919.161,205,485.755362
1931.0563,205,486.240877
1573.0897,167,486.374109
1948.9807,205,486.509477
2120.6392,225,487.168
2065.0544,223,488.008025
1927.0327,205,488.086512
1840.5463,193,488.339409
1623.5244,171,488.583499
1868.7313,197,489.0443
2010.4094,215,489.139265
1870.8511,199,489.372358
1585.9631,169,489.678133
1898.9827,201,489.678133
1944.0842,206,490.311707
1911.161,200,490.471798
2145.2808,228,491.679
1637.089,173,492.050241
1907.5934,202,492.1014
1850.3625,194,492.206013
2032.2621,218,492.340703
1888.633,199,493.026935
1592.2003,170,493.108425
1902.672,204,493.457036
2027.2977,217,493.476033
1936.1421,207,493.839069
1978.023,213,494.533702
1956.7219,206,494.552215
1630.6323,172,495.356122
1850.1892,194,495.926733
1928.1885,206,496.055781
2165.7732,231,496.148771
1616.7958,175,496.437837
2053.7412,223,496.611736
1882.7539,199,496.828141
1884.6033,203,497.323124
2022.6151,218,497.608649
1928.5789,209,497.771693
1978.8093,210,498.478945
1989.6221,216,498.567464
1659.039,177,498.680987
1858.7081,196,499.577527
1622.565,179,499.755621
1957.8568,210,499.949727
2160.5513,231,500.412929
1940.6173,205,500.571967
2121.6335,233,500.881539
1877.9708,202,500.99206
1918.7965,209,501.60195
2020.7603,221,501.656505
1657.0859,179,501.973932
2040.0004,218,502.511942
2012.6511,220,502.643023
1658.5419,186,503.218719
1857.4935,198,503.263436
1946.0588,210,504.05465
1951.408,207,504.847355
1891.3582,203,505.316053
2176.6484,235,505.316053
1625.6884,174,505.842588
2117.5278,235,505.945629
1939.8695,212,506.306029
2021.783,224,506.70189
1969.9419,210,507.483798
1628.8672,180,507.668046
2026.1234,221,507.909417
1884.8414,201,508.248166
1930.7301,208,509.291696
1985.6455,214,510.234338
1676.3524,180,510.41941
1905.555,205,510.486434
2173.8223,236,511.257418
2047.5374,226,511.656593
1932.3175,213,511.704361
1617.0969,180,512.205034
2033.4156,224,512.351252
1984.4026,210,512.764726
1877.1954,199,513.255252
1983.7039,216,513.350779
1941.1006,209,514.296777
1660.1096,179,514.58842
1988.6788,212,515.056666
1900.5609,205,515.11183
1643.1934,181,515.943798
2152.1477,230,516.150186
1964.6119,214,516.184713
2103.1797,228,516.412778
1914.0499,201,516.741957
2030.596,219,516.781777
1840.6141,193,516.969291
2003.8679,217,517.502145
1653.1511,175,517.861668
1945.7139,209,518.225441
1894.8358,200,518.845841
1887.3801,202,518.947139
1607.6316,174,519.282853
1918.6146,207,520.205735
2162.5076,230,520.636192
2061.1233,222,520.753134
1992.2179,210,520.853666
1892.24,200,520.894187
2048.567,220,521.079824
1642.9352,174,521.285334
1986.5405,215,521.694936
1933.5848,207,522.244164
1618.6619,175,522.683517
1892.8497,199,522.720511
1914.9509,207,522.988792
1938.577,208,524.206862
1668.1304,177,524.639708
1878.9724,199,524.659713
1974.1589,208,524.792776
2151.767,229,524.976518
2080.9705,227,525.053533
1983.2009,214,525.119599
1927.2103,209,525.649647
1641.9425,180,526.080312
1926.9747,207,526.170669
1916.9009,202,526.519289
1895.3043,205,526.837333
1650.2782,176,528.002573
1906.7979,205,528.101246
1875.534,199,528.475094
1959.1222,208,528.816837
2045.0707,222,529.489071
2162.7388,231,529.509074
2093.6802,229,529.549078
1664.5109,182,529.71152
2022.4484,221,530.027422
1942.3666,210,530.365947
1940.4491,208,530.701191
1902.8491,207,531.001694
1664.3113,177,531.688655
1931.6738,211,532.587484
1890.8322,202,532.840178
2012.2716,217,533.598593
1589.399,177,533.671392
1978.2373,216,534.327353
2024.666,223,534.548264
1910.7294,209,534.760845
2177.798,235,534.760845
1941.8888,210,535.192755
1945.301,210,535.578836
1898.3107,204,535.799937
1657.5935,180,535.935493
1926.5349,213,537.594942
1893.0562,204,537.622942
1602.0022,176,537.769684
1971.8281,209,538.473245
2007.9592,221,539.480845
2074.6328,229,539.889137
1994.2211,220,539.913141
1920.9722,208,540.061837
1648.143,178,540.088067
2119.6995,228,540.113073
1899.3424,201,540.298358
1867.2467,201,540.507616
1609.1852,178,541.723943
1870.0381,201,542.054573
1896.0236,208,542.164034
2015.8137,215,543.088318
1622.5775,173,543.729666
1983.126,215,544.117982
1898.1066,204,544.443169
1989.5125,218,544.619826
2046.4513,223,544.708376
1964.2775,208,544.752384
1865.1403,201,544.801929
2146.638,230,545.070363
1626.0785,179,545.66689
1874.0691,200,546.468879
1898.795,207,546.746403
1639.5864,177,547.698972
1993.2393,212,547.877571
2011.2446,218,548.905973
1932.5366,207,548.966976
1882.1532,201,549.181847
1946.2532,207,549.270854
2014.5641,219,549.40139
1623.522,178,549.525946
2079.1436,227,549.655661
2111.8977,226,549.989563
1873.5435,198,550.833038
1908.7661,204,551.244313
1659.5923,177,551.540302
1983.1234,210,552.392818
1642.4697,179,553.441643
1917.4916,205,553.441643
2003.5172,215,553.595713
1887.5896,203,553.618703
1930.0973,205,553.747961
2011.7642,220,554.180842
2101.1487,230,554.637989
2181.0525,234,555.045789
1881.3152,201,555.136978
1653.3788,178,555.357013
1931.4601,210,555.747538
2038.563,216,557.07863
1620.155,179,557.305645
1950.985,212,558.03668
1898.2037,206,558.076994
1998.1534,218,558.320836
1957.7122,212,558.343824
2037.1494,225,559.073986
1673.0142,182,559.33312
1908.4255,205,559.615944
2128.3965,235,559.766126
2165.4292,236,560.216945
1971.3163,217,560.554075
1671.8903,185,561.503135
2036.9012,216,562.04455
1914.2504,208,563.009496
1973.705,215,563.126739
1980.9164,214,563.468344
2070.1077,228,563.795828
1664.1362,181,563.795828
2041.8234,226,564.631396
1934.4078,210,564.869926
2129.2776,238,565.731704
1968.6947,219,566.058932
2204.6667,241,566.282196
1690.0361,190,566.304725
2046.023,222,567.637486
1898.4088,205,568.149108
1659.0289,179,568.278651
1944.455,211,568.435839
1950.1394,211,568.764478
386.94302,54,569.029977
2056.463,226,569.480817
1906.8455,208,570.038368
2012.3463,222,570.151126
1642.185,184,570.900704
783.1611,98,571.146061
1925.3574,214,571.341112
2110.8335,233,571.454634
2201.42,241,572.098832
1597.8411,173,572.340656
1889.1852,204,572.905882
1834.4082,197,572.992901
2108.7683,232,574.217957
1985.1342,222,574.381205
1909.4148,207,574.57525
2030.6335,228,575.139017
1991.6317,213,575.712141
1899.9822,210,575.844726
1604.7937,174,576.087901
2047.2117,228,576.336696
2051.1406,278,576.870529
2125.964,230,577.037001
1831.6873,198,577.141615
1843.051,197,577.207156
489.0403,68,578.271749
2030.4951,214,578.735557
1856.2216,200,578.789558
1931.4163,211,578.827104
1861.16,199,579.256419
1569.9857,167,579.479102
1905.3986,204,579.855218
1869.9978,201,579.913772
2004.4584,215,580.646422
1855.6525,201,581.120989
1878.4305,201,581.178535
2101.2866,225,581.467787
1651.7076,178,581.713112
1876.1744,199,582.612678
2018.2125,211,582.783738
1956.1743,209,582.840565
1648.485,176,582.859564
1968.7219,212,583.414304
1875.4417,200,583.879863
1998.7798,214,584.915133
1580.5498,168,585.12185
1884.4521,205,585.230387
1911.455,206,585.313303
2294.9385,296,585.784349
2122.467,228,586.111726
1631.8804,175,586.523629
1890.9512,201,586.788036
2011.3032,219,587.419419
1979.7749,213,587.836254
1985.2708,211,588.23402
1623.9402,174,588.764212
2446.5598,316,589.384267
1909.0834,206,589.536823
2107.973,226,589.643202
1949.1293,208,589.661556
1884.4414,201,590.032
1603.1797,170,590.125796
2130.7456,227,590.98952
1852.7297,196,591.04307
2075.486,223,592.344922
1528.7457,163,592.436146
1973.0197,211,592.535695
1834.7587,193,592.591696
1948.9697,202,594.081926
1600.8915,170,594.102199
1904.8364,207,594.362956
1894.2683,203,594.40897
2090.2368,225,594.9037
1852.7539,194,595.592036
2212.4846,255,596.015064
2085.0488,218,596.094579
1635.7107,177,596.594275
1868.6256,196,596.961529
1802.569,188,597.007551
1888.6997,200,597.253632
1561.1637,165,598.022296
1815.8074,194,598.929339
1987.7559,207,598.95434
1829.8063,195,598.995341
1934.9244,203,599.626167
1815.3553,190,599.914215
1848.5117,193,600.299462
1602.8956,193,600.799212
2064.0925,217,600.838249
1854.523,196,601.16491
1934.8644,205,601.289436
1544.1998,163,601.307429
1847.2994,196,601.34348
1847.1301,197,602.688794
1880.4521,200,602.803837
1993.3882,209,602.947986
1976.2463,211,603.572662
1856.4758,196,603.594663
1583.3425,177,604.105389
1995.5826,210,604.237904
1536.3525,162,604.3492
1865.0194,200,604.917567
2118.3572,226,605.061148
1885.2991,202,605.138949
1944.9506,210,605.229187
1822.9753,195,606.32165
1817.7366,195,606.427707
2013.3326,214,606.91354
1884.9727,203,607.370635
1580.4537,172,607.553813
1994.1976,217,607.607813
1637.0314,189,607.633341
2046.3698,220,608.332875
1901.4451,210,608.810994
1914.509,211,609.043573
1971.9233,218,609.277967
2146.9282,235,609.422019
1826.4199,200,610.030494
1846.6704,201,610.158902
1607.7888,176,610.752586
1597.8875,177,610.842114
2063.6804,221,610.967637
1867.6869,205,611.087439
2016.433,222,611.617268
2023.8829,220,612.269693
1885.1008,206,612.470783
1935.6292,211,612.793696
1988.7014,218,613.124481
1849.4099,200,613.544
2165.693,235,613.563003
1876.5126,202,613.704697
1602.3915,175,613.826752
1612.5715,176,613.929299
1880.3693,207,614.713706
2043.9302,218,614.786262
2049.6057,225,615.551809
1874.559,203,616.031645
2032.8556,218,616.081325
1950.4722,209,616.458084
1564.873,169,616.83866
1977.6707,216,617.019774
1826.601,197,617.150198
1608.0851,176,617.1722
1886.5497,204,617.552172
2099.8416,225,617.889557
1835.3718,196,618.792409
2010.9886,214,619.340362
2023.6411,219,620.589938
1841.232,199,620.758778
1963.5735,208,621.054469
1597.8876,172,621.158635
1952.1365,210,621.642933
1640.5052,185,621.83446
1831.6532,198,622.138704
1948.7323,209,622.294185
1829.9242,196,622.496644
2088.0662,223,623.493979
1861.9276,198,623.791511
2063.7048,219,624.875942
1594.7855,171,625.460801
1991.9248,215,625.997507
1922.3674,208,625.997507
1595.3608,177,626.28483
1915.4662,207,626.866735
1842.3453,200,627.167992
1838.7125,198,627.463831
1944.4128,209,627.521831
1872.1653,200,628.39861
2158.4514,231,628.726389
1592.8604,172,629.068377
2661.875,357,629.238526
2052.2349,217,629.437786
1586.0352,175,629.706573
1808.4868,193,629.830124
2002.8364,216,630.229128
1915.1068,206,630.634777
1852.7279,202,630.77563
1839.2838,200,630.952499
1973.3456,213,631.251579
1888.9131,202,631.987747
1576.9208,169,632.091511
1599.7703,175,632.816973
2155.6514,231,632.836984
1982.8661,211,633.005049
2086.0815,219,633.333258
1844.237,198,633.333258
2018.9452,218,634.170499
1938.4325,210,634.459129
1854.5696,203,634.47812
1880.5466,203,634.652208
1959.7864,213,635.100616
1581.179,172,635.186268
1897.4302,204,635.634956
1617.3516,176,636.018164
1869.8678,202,637.022454
2163.7039,236,637.110802
2109.425,230,637.179449
2098.9426,223,637.38955
2024.8733,219,638.123226
1851.6932,203,638.145097
1949.6677,210,638.27556
1589.5317,172,638.347117
1871.9015,204,638.36864
1979.3639,216,639.075182
1602.1334,175,639.279268
1877.7676,205,639.489351
1874.1025,204,641.006483
2090.8735,230,641.704398
2176.897,238,641.775936
1593.624,175,641.843082
2115.5425,227,641.883609
1859.3408,205,642.295635
1883.0487,206,642.561735
1955.588,212,642.58973
2060.172,224,642.700069
1625.3734,177,642.964163
2009.9841,222,643.625403
1903.1216,208,643.733925
1896.447,207,645.250211
1618.3674,178,645.56079
2062.7898,223,646.473135
2081.5352,221,646.637252
1857.8906,203,646.637252
1621.0696,179,646.786444
2177.485,237,646.909528
1843.2751,202,646.910527
1956.4584,214,647.208806
2080.4744,229,647.684078
1880.5548,204,648.404684
2006.4612,222,648.699797
1622.8655,176,649.790887
1897.8698,206,650.194851
1604.4381,175,651.00022
1864.6993,204,651.510295
2013.5829,216,651.635017
1891.2874,204,651.788925
2037.3916,216,651.816928
1965.4604,212,652.297837
2162.8726,230,652.413356
2077.2756,225,653.057395
1898.9874,203,653.227112
2005.7839,217,653.808613
1590.5814,172,653.84086
1890.044,203,654.958757
1614.2577,175,655.072715
1835.7675,197,656.120102
1864.0519,200,656.44661
1993.3484,211,656.543824
2059.4434,219,656.909986
1952.0817,210,657.156068
2186.1619,234,657.839406
1879.6675,199,657.839406
1601.8374,172,657.839406
2055.1533,222,658.202636
2005.7249,216,658.797011
1615.3588,175,659.087456
1881.6276,202,659.588399
1878.698,202,660.680858
1865.3085,201,660.95822
1930.1257,205,661.147709
2014.5929,213,661.664455
1619.6376,174,661.685971
1950.2045,209,661.813665
1915.3875,203,662.343112
1586.3534,168,662.816042
2155.064,230,662.95943
2030.7107,218,663.042954
1958.9243,211,663.514146
1871.5597,200,664.073213
1833.6375,198,665.170689
1862.2328,200,665.47994
1598.7931,172,665.572589
1953.4829,207,665.808554
2004.8488,212,666.378736
1944.5616,209,666.464872
1604.7151,171,666.583565
1886.907,200,666.750917
2040.1705,220,667.795121
2150.72,231,667.954963
1977.7115,212,668.061496
1868.7563,199,668.303094
1602.2885,173,669.175639
1822.5916,195,669.21954
1852.7977,197,669.57397
1594.0693,170,670.137984
1971.769,209,670.158984
1944.6741,209,670.859985
2025.5817,214,670.881515
1872.465,199,670.943877
2001.5321,216,672.401614
1861.1599,198,672.508146
1955.09,212,672.574156
2127.3574,230,672.85959
1595.9888,173,672.881119
1826.7477,197,673.456126
1580.2858,169,673.79703
1815.4143,197,673.818026
1936.9227,210,674.839464
1927.0455,211,675.638856
1932.1714,208,675.660856
2024.2858,215,675.759371
1580.2174,172,677.023782
1877.3175,203,677.381586
1994.024,217,677.606842
1962.5394,213,677.703288
1596.2935,172,678.080367
1834.3499,202,678.418317
2147.7454,235,678.569249
1845.8821,201,678.815088
1939.8112,210,680.07621
1923.1871,211,680.901556
1921.1895,211,680.92755
2041.391,219,681.239601
1593.9221,174,681.363152
1550.172,169,682.292042
1995.4935,216,682.744143
1953.2256,214,683.023073
2010.8906,220,683.068363
1803.5032,194,683.233502
1839.7637,200,683.786896
2135.7632,230,684.292161
1940.1207,206,685.136069
1590.285,169,685.463681
1847.8593,197,685.702307
1893.2426,205,685.862861
1590.0117,170,686.294842
2045.8536,218,686.415383
1851.3391,199,687.300283
1806.6791,194,687.608818
1928.7006,209,687.727247
1974.6198,214,687.871167
1840.425,200,688.16518
1585.0001,171,688.983984
2074.7925,224,689.020939
1895.0292,203,689.315634
1585.5397,170,689.711034
1875.288,201,689.787653
1864.3989,201,689.913428
2044.9921,217,690.708354
1867.1996,201,691.230643
1802.1024,194,691.391701
1924.4108,209,691.798048
1847.0927,200,692.027152
1998.9733,216,692.044155
1599.6174,173,692.289571
1590.3774,169,692.899438
1968.7786,211,693.349048
2097.7427,226,693.350048
1886.7091,203,693.653707
1895.5181,206,693.844319
2108.9075,225,695.077908
1862.7054,203,695.155222
1811.8073,200,695.265112
1606.5242,175,695.769373
1793.3541,196,695.8929
1948.0479,213,695.967413
1569.5583,168,696.271467
2010.555,219,696.341862
1966.0024,215,697.607273
1853.5621,199,697.607273
2072.1458,225,697.822477
1894.3282,203,697.908569
1837.0917,197,698.997006
1818.38,199,699.124386
1625.495,178,699.175681
2036.8442,216,699.266235
1604.9855,172,699.581428
1837.7318,203,699.797924
1969.4655,213,700.046888
2065.7087,225,700.639101
1875.4271,201,701.371951
1980.2787,218,701.71195
1923.384,207,701.775673
2157.1392,238,702.327917
1609.0773,178,702.578134
1845.0005,198,702.796072
1595.6292,170,702.840885
1874.8422,206,703.165954
2055.1692,219,703.683305
1866.9058,204,703.926299
1930.8754,207,704.321175
2026.3538,217,705.34419
1832.6034,193,705.750944
1895.3652,201,706.387143
1606.3899,172,706.659703
2021.24,217,706.702345
1599.1929,167,706.819565
1845.081,195,707.458322
2180.576,233,707.857505
1841.1138,200,707.976031
1825.9678,198,708.682204
2043.8126,216,708.854311
1935.6946,206,709.255495
1946.9891,206,710.298184
1861.7985,196,710.462241
1605.3365,173,710.851643
1587.4908,168,710.904209
1915.8673,203,711.318438
1976.1156,210,711.820395
1845.698,196,712.253516
1817.6814,197,712.77265
2098.0095,222,713.200916
1820.6215,197,713.401979
2037.8114,214,713.844509
1925.5354,206,714.023602
1570.3561,164,714.488489
1581.1176,170,714.564039
1893.645,201,714.836668
1997.6024,213,714.929219
1913.0232,205,715.594408
1960.5908,210,716.056535
1837.8063,195,716.094605
1811.4807,199,716.552145
1811.16,198,717.075093
2085.2192,223,717.386405
1586.1963,168,717.663855
1975.8988,208,717.785938
1603.6698,177,717.9283
1930.8962,207,717.945302
1811.1431,193,718.563236
1962.0663,210,719.001851
1886.8671,203,719.505009
1837.8527,195,719.907625
1889.7827,202,720.017459
1827.6705,201,720.541079
1573.1221,167,721.05262
1826.1019,200,721.130912
1608.1603,176,721.469018
2082.1912,221,721.80336
2015.3303,212,721.987668
1942.4069,207,722.059192
1822.047,193,722.363269
1968.8661,212,723.196533
1859.4382,199,723.450153
1862.9722,200,723.820712
1926.3273,204,723.993991
1604.1515,172,724.355889
1809.4672,198,724.3946
1588.2507,173,724.80912
1831.6841,201,725.012177
2092.9321,225,726.101929
2041.0165,216,726.119935
1945.4739,212,726.119935
1856.6621,198,726.156385
1957.9912,211,727.106294
1864.6921,202,727.194964
1593.5547,172,727.49356
1829.1781,199,727.49356
1905.4523,204,727.741666
1587.1018,174,727.932192
1814.1252,200,728.019712
1769.6906,194,728.458249
1821.5223,196,729.623577
1854.024,199,729.641779
2054.38,218,729.984933
2050.6394,221,730.021937
1573.2505,170,730.687003
1862.5746,202,731.045282
1950.6003,212,731.173071
1843.506,200,731.423807
1617.4719,177,731.480319
1922.111,206,731.906431
1858.395,205,732.300007
1795.8408,196,732.706532
1887.7314,203,734.476328
1941.8986,211,734.700567
1591.1871,172,734.945576
2034.9076,216,735.292556
2107.6152,228,735.659332
1604.8546,177,735.891408
1886.9781,206,736.212321
1930.2802,210,736.456511
1859.8838,202,736.506327
1793.0425,196,737.241517
1972.8114,212,737.262822
1798.9474,195,737.605878
1591.42,172,739.34254
1853.6013,198,739.509471
1948.5388,212,740.068129
1586.9078,173,740.275439
1991.647,210,740.63477
2091.4485,224,741.193656
1877.6536,204,741.211659
1851.8528,199,741.315747
1938.5369,208,741.436285
1806.4961,197,741.783199
1797.0875,197,742.035853
1978.5264,212,742.056396
1591.5204,175,742.827521
1854.3665,200,743.388238
1602.9978,176,743.512759
1933.1294,215,744.061713
2043.3538,218,744.509882
1870.6847,206,744.910978
1916.4548,215,744.962934
2107.2957,228,745.169597
1985.9598,219,745.252553
1820.0303,200,745.269552
1773.0339,193,745.402096
1921.0247,205,745.616188
1587.3726,174,745.847796
1589.7864,174,746.53358
1878.7283,203,746.942522
1934.1191,210,747.717099
1989.5868,213,748.187857
1837.4165,200,748.367082
1880.1935,206,748.530276
1801.4274,195,748.650357
1755.2101,190,748.703356
1567.0309,170,748.826883
1933.408,209,748.876971
2099.2432,225,749.056983
1929.1395,204,749.164244
1584.7872,173,749.544464
1855.9283,199,750.4056
1962.6283,212,751.537652
1589.8097,174,752.053744
1877.7736,204,752.145203
2060.283,222,752.330223
1800.7388,196,752.330223
1820.1571,199,752.443757
1927.9303,212,752.510266
1593.357,174,752.928062
1980.5605,215,752.974596
1941.41,208,753.1782
2113.651,228,753.434819
1881.8162,200,754.38381
1623.472,179,755.588589
1941.4413,211,755.702636
1842.481,201,756.065747
1800.2673,195,756.219856
1861.4158,203,756.255389
1610.8416,174,756.273387
1981.9089,211,756.396914
1929.8057,210,756.536153
2021.9788,219,757.125225
1969.8817,209,757.125336
2099.6082,224,757.648172
1853.2886,195,758.044523
1578.8263,169,758.933514
1609.1434,173,759.853231
1928.2252,206,759.903814
1832.2397,196,760.14015
1777.1205,192,760.240668
1801.2297,196,760.39571
1850.2258,200,760.864967
1983.6794,212,760.960486
1929.1442,207,761.769599
1975.9531,213,761.913122
1870.6262,201,762.759293
2095.4707,227,762.937812
1586.0352,175,763.037046
1607.8232,178,764.090844
1929.3127,213,765.015123
1830.0188,202,765.09478
1863.5629,207,765.118786
1809.7428,200,765.194611
1911.2998,212,765.949278
2036.7784,223,766.29446
1947.4475,211,766.816447
1980.2401,218,767.133964
1581.4642,174,767.207091
1876.9462,205,767.713421
1598.8214,177,768.358458
2088.141,231,768.488397
1795.7275,199,769.716153
1842.9242,204,769.844671
1811.0469,202,769.868043
1957.8081,219,770.085973
1891.9146,213,770.800356
1584.8779,174,771.124032
2044.3424,222,771.32364
1988.9957,222,771.834285
2012.6206,228,772.299761
1866.8376,208,772.375283
1597.0138,181,772.375283
2143.875,246,774.009735
1813.2834,206,774.358279
1832.4413,210,774.600275
1902.9288,218,774.749834
1979.7559,226,775.156763
1628.1991,186,775.321435
1908.2487,216,775.631261
2067.1929,226,776.415231
1600.7354,181,776.416232
1984.3588,222,776.839786
1908.2097,215,777.171078
2016.2532,233,777.50354
1850.4028,208,778.942792
1803.5825,200,779.008324
2098.7542,235,779.1738
1578.6698,177,779.240674
1846.7023,204,779.240674
1895.0631,212,779.828172
1901.9594,212,780.316289
1606.3331,179,780.337289
2036.3777,218,781.1768
1935.0187,210,781.426866
1877.7914,205,781.64332
2037.8026,224,782.378359
1603.0276,178,783.096686
1842.4937,201,783.298087
1827.793,199,783.320087
1856.8114,202,783.647484
1616.5409,177,784.206902
2155.644,234,784.270112
1951.6239,214,784.490301
1907.5554,212,784.940111
2064.8733,220,786.014344
1971.9862,212,786.082622
1900.5587,206,786.169983
1597.389,176,786.999883
2008.6608,222,787.286752
1806.5946,197,787.666017
1814.752,198,787.713536
1859.2001,203,788.179832
1616.2505,177,788.181345
1927.758,212,789.397468
2155.5017,233,789.6901
1879.7229,206,789.791646
1956.9603,208,791.122745
1915.9122,205,791.143113
2042.8314,218,791.284599
1584.6622,174,791.284599
1799.0935,195,792.55277
1953.82,213,792.57478
1607.9685,176,792.604579
1806.5507,196,792.632687
1915.3123,211,793.49145
1930.9958,212,794.692965
1872.588,207,794.940289
2105.4736,228,795.34205
1558.8734,171,795.521996
1848.9598,198,796.076798
1968.9492,211,796.397169
1594.7052,174,797.002288
2060.5024,229,797.048349
1811.3977,197,797.541627
1810.3207,196,797.592164
2004.1167,220,798.154207
1997.2719,234,799.201102
1531.9308,164,799.455935
1861.857,202,799.72541
1925.5029,212,799.72541
1823.8308,196,800.421451
1570.1758,172,800.604482
2146.7778,236,800.624485
1966.6082,213,800.921058
1777.8484,192,801.333743
1785.5378,193,801.388728
2186.761,259,802.177371
1998.6652,229,802.394016
1588.1237,178,802.601329
1939.8894,216,803.033016
1887.646,212,803.443226
1964.5355,221,803.620079
1584.0686,177,803.728354
1864.2686,203,803.992925
1912.0369,209,804.61868
2086.967,229,804.671678
1776.1473,195,804.775213
1800.9564,197,804.863733
1597.6836,182,805.82558
2061.393,226,806.157919
2018.7842,227,806.41631
1590.3492,178,806.877422
1959.8237,224,807.037462
1955.6426,224,807.46895
1935.0325,218,807.524466
1913.6262,213,807.848039
1824.5358,203,808.694165
1866.3961,208,808.694165
2009.3903,223,808.814698
2198.8342,243,809.261425
1610.9313,182,809.35565
1646.0507,183,810.640333
2090.899,226,810.709668
2033.1288,227,811.020969
1864.4965,206,811.305263
1933.6534,217,812.044934
1955.634,220,812.175812
1887.162,206,812.2171
1820.4685,199,812.89361
1843.0269,203,812.975128
1617.1082,182,813.224577
1956.2374,212,813.261581
2162.4595,236,814.158269
1589.0973,176,814.260784
2051.1658,220,815.236575
1805.4592,198,815.359706
1964.002,219,815.515811
1900.9774,211,816.348873
1889.8624,206,816.429406
1969.8042,220,816.735447
